,startdate,enddate,status,ipaddress,progress,duration_in_seconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,id,captcha,donate_3,donate_6,att_cause_1,att_cause_2,att_cause_3,att_brand_1,att_brand_2,att_brand_3,pur,sbc_4,sbc_5,sbc_6,sbc_7,sbc_8,sbc_9,sbc_10,manip,know2,know,colin,hrc_fam,explain,age,gen,polid_1,polid_2,polid_3,polit,polit_4_text,sbcavg,att_cause
14,9/4/18 16:01,9/4/18 16:04,0,162.244.74.2,100,190,1,9/4/18 16:04,R_2waXZErwFLjjtNe,NA,NA,NA,NA,39.09710693,-90.31479645,anonymous,EN,AJW3PL5UDH4BP,qGphJD,0,10,1,1,1,5,5,5,5,40,39,45,30,20,20,35,I don't recall hearing anything about Nike recently.,0,0,0,4,Maybe to see if people know more about Nike than BLM,35,1,3,3,3,2,,32.71428571,1
15,9/4/18 16:01,9/4/18 16:04,0,104.12.142.252,100,166,1,9/4/18 16:04,R_1laEDx7SrVZeiYB,NA,NA,NA,NA,34.02850342,-118.3177032,anonymous,EN,A2HPQXV92ABG2C,qGphJD,2,8,7,7,7,5,5,5,3,20,20,10,0,0,0,20,,0,0,0,5,Not sure.,24,1,1,1,1,3,,10,7
16,9/4/18 16:01,9/4/18 16:04,0,68.203.9.3,100,171,1,9/4/18 16:04,R_3JIBGbcztN3A0YV,NA,NA,NA,NA,30.41540527,-97.79820251,anonymous,EN,A2EE7JRUB0QIUO,qGphJD,1,9,5,5,5,7,6,7,6,81,84,78,34,29,71,84,They've come out with a couple new shoes recently,0,0,1,7,Relation to social movements and brands.,23,2,2,2,3,3,,65.85714286,5
17,9/4/18 16:01,9/4/18 16:04,0,157.130.169.134,100,176,1,9/4/18 16:04,R_72SGQqWjY6jZ7Kp,NA,NA,NA,NA,39.01420593,-94.5951004,anonymous,EN,A1DFHCSQEQB1X8,qGphJD,5,5,7,7,7,7,7,7,7,100,100,100,100,100,100,100,Nike got Colin Kapernick as a spokesperson and conservatives started ruining their Nike apparel in response.,1,1,1,4,Your awareness of the BLM movement and recent news and current events surrounding racism in the U.S. today.,27,2,2,2,2,3,,100,7
18,9/4/18 16:01,9/4/18 16:04,0,67.246.188.75,100,197,1,9/4/18 16:04,R_0GnoNII9nOe9LRT,NA,NA,NA,NA,43.01089478,-78.95739746,anonymous,EN,A2AVNKU60T23OQ,qGphJD,5,5,6,6,6,7,7,7,7,90,90,90,90,90,90,100,They lost money in the stock market.,0,0,0,6,How people feel towards Black Lives Matter and Nike.,36,2,1,1,1,3,,91.42857143,6
19,9/4/18 16:01,9/4/18 16:04,0,50.127.254.126,100,182,1,9/4/18 16:04,R_2Tu8wA2PI3qdYOS,NA,NA,NA,NA,42.87759399,-84.38220215,anonymous,EN,A2LA0KUZH2J1A1,qGphJD,0,10,2,2,2,1,1,1,1,0,0,0,0,0,0,0,new spokesperson - glorifying a guy who is kneeling when the anthem plays.,1,1,1,4,How far Nike is going to tank by choosing someone like that to be their spokesperson.,58,2,5,5,5,2,,0,2
20,9/4/18 16:02,9/4/18 16:04,0,107.2.152.39,100,123,1,9/4/18 16:04,R_5bfpyj8ApYrU7U5,NA,NA,NA,NA,39.73880005,-104.4083023,anonymous,EN,A83DI5Q5K6F1F,qGphJD,0,10,5,5,5,4,4,4,3,21,24,23,25,26,27,27,No,0,0,1,4,Racial preferences.,32,2,3,3,3,2,,24.71428571,5
21,9/4/18 16:01,9/4/18 16:04,0,67.214.193.232,100,172,1,9/4/18 16:04,R_4SibSEuN6r0CFSV,NA,NA,NA,NA,38.74729919,-98.20510101,anonymous,EN,A2A7O6KYJ9GS8A,qGphJD,0,10,1,1,1,3,3,3,1,0,0,0,0,0,0,0,using kaepernick as a spokesperson for their brand,1,1,1,7,to see if people where aware of kaepernick being the new spokesperson for Nike and how they feel about BLM,35,1,7,7,7,1,,0,1
22,9/4/18 16:01,9/4/18 16:04,0,192.190.37.253,100,205,1,9/4/18 16:04,R_5ut7iQLDHH3AMQp,NA,NA,NA,NA,34.0184021,-119.7252045,anonymous,EN,A3A7O8IJMBLF5J,qGphJD,2,8,7,7,7,5,5,5,6,72,75,65,77,70,73,79,N/A,0,0,0,6,How people judge corporations based on their beliefs,28,2,1,1,1,3,,73,7
23,9/4/18 16:00,9/4/18 16:04,0,98.166.112.239,100,217,1,9/4/18 16:04,R_2rBmpPQJ73krj9y,NA,NA,NA,NA,37.17860413,-76.4720993,anonymous,EN,A21M5WL69CLKSO,qGphJD,0,10,1,1,1,5,6,6,6,50,75,49,25,6,17,74,No,0,0,0,5,"correlation between groups, and judgment about them.",29,1,6,6,5,1,,42.28571429,1
24,9/4/18 16:01,9/4/18 16:04,0,24.231.225.145,100,169,1,9/4/18 16:04,R_XSBH0GWXE8ZmuOJ,NA,NA,NA,NA,42.85549927,-85.88279724,anonymous,EN,A2JI37N7D47U3D,qGphJD,1,9,2,3,3,4,4,5,2,25,15,10,12,21,13,21,Kaepernick is on an ad with him. Not really a big deal to me.,1,1,0,4,If recent news about Nike changed the way people think of them.,23,1,3,3,3,3,,16.71428571,2.666666667
25,9/4/18 16:01,9/4/18 16:04,0,71.162.187.217,100,178,1,9/4/18 16:04,R_br5imvX0PNqsAil,NA,NA,NA,NA,40.20399475,-75.5381012,anonymous,EN,A1E8HMGFP5LS7U,qGphJD,0,10,1,1,1,7,7,7,7,97,86,71,59,72,63,95,Yes.  Nike used Colin Kapernick in a new advertisement.,1,1,1,7,"Whether I am a supporter of Nike's latest announcement or not. While I do not support the Black Lives Matter movement overall, I do support Mr. Kapernick's right to kneel to make a point.",44,2,2,2,2,3,,77.57142857,1
26,9/4/18 16:01,9/4/18 16:04,0,67.219.166.174,100,165,1,9/4/18 16:04,R_1OCYZxaMTaXzYRD,NA,NA,NA,NA,36.74769592,-101.5156021,anonymous,EN,A29U4ZQRLMIB61,qGphJD,2,8,7,7,7,7,7,7,7,51,64,52,45,46,37,53,"Yes, there's controversy surrounding a Nike ad featuring Colin Kaepernik",1,1,1,7,knowledge of current events and opinions.,43,2,1,1,1,3,,49.71428571,7
27,9/4/18 16:01,9/4/18 16:04,0,190.124.31.47,100,191,1,9/4/18 16:04,R_5zKZg05s7IY1WPD,NA,NA,NA,NA,8,-66,anonymous,EN,A2QQIQ14UR0NZ8,qGphJD,5,5,7,6,7,7,6,7,6,81,61,76,43,89,72,82,very good,0,0,0,7,very good,30,2,7,6,7,1,,72,6.666666667
28,9/4/18 16:01,9/4/18 16:04,0,66.85.131.68,100,193,1,9/4/18 16:04,R_R95yQUv1G4fnSjT,NA,NA,NA,NA,25.7888031,-80.3608017,anonymous,EN,A5C2Z7ODFP5OD,qGphJD,0,10,7,7,7,7,7,7,7,100,8,17,37,10,7,57,0,0,0,0,1,Study my opinions,35,1,7,7,7,1,,33.71428571,7
29,9/4/18 16:01,9/4/18 16:04,0,83.229.26.213,100,176,1,9/4/18 16:04,R_tQIw24ifeRGUJTr,NA,NA,NA,NA,0,0,anonymous,EN,ACBXSXA22U9RC,qGphJD,10,0,5,4,5,4,3,5,3,0,0,0,0,11,0,42,none,0,0,1,3,No idea,33,1,4,3,5,4,libertarian,7.571428571,4.666666667
30,9/4/18 16:01,9/4/18 16:04,0,172.56.41.10,100,214,1,9/4/18 16:04,R_2fizw815CjHPPel,NA,NA,NA,NA,34.05439758,-118.2440033,anonymous,EN,A1YFVXP4A1CXSF,qGphJD,0,10,6,5,4,6,6,6,4,90,100,51,32,37,0,70,Kapernick? is now sponsored by them & I've seen pictures about people cutting off Nike logos (for some reason),1,1,1,6,not sure,36,2,2,2,2,3,,54.28571429,5
31,9/4/18 16:02,9/4/18 16:05,0,75.68.247.158,100,143,1,9/4/18 16:05,R_1oApBhDU62PVyKB,NA,NA,NA,NA,43.89880371,-69.97250366,anonymous,EN,A1HCV6GDGGWNUR,qGphJD,0,10,1,1,1,4,4,4,3,1,1,1,1,1,1,1,No,0,0,1,6,How NIKEs connection to BLM impacts feelings toward the brand.,32,1,6,3,7,1,,1,1
32,9/4/18 16:02,9/4/18 16:05,0,70.122.85.39,100,169,1,9/4/18 16:05,R_3po3xsI3r9hGzCr,NA,NA,NA,NA,31.62860107,-97.09889984,anonymous,EN,A3H75QV9TQW9EV,qGphJD,5,5,7,7,7,7,7,7,4,21,40,2,2,3,3,1,colin kaepernick is a new spokesman for the brand,1,1,1,5,If I'm a disgusting racist or not,36,2,1,1,1,3,,10.28571429,7
33,9/4/18 16:02,9/4/18 16:05,0,184.98.137.26,100,133,1,9/4/18 16:05,R_12PXjYhIkWCmWrz,NA,NA,NA,NA,33.44839478,-112.0739975,anonymous,EN,A23BQ23YJE0VYL,qGphJD,0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Yes supporting collin Kapernick,1,1,1,7,if i follow current news,28,1,6,6,6,1,,0,1
34,9/4/18 16:02,9/4/18 16:05,0,98.244.170.5,100,183,1,9/4/18 16:05,R_bNOPIFG50CIB6F3,NA,NA,NA,NA,31.85809326,-81.58540344,anonymous,EN,A2U0XDH72EN978,qGphJD,0,10,5,4,4,5,5,5,6,9,9,9,9,9,10,40,I haven't read any of the articles but I've briefly seen headlines about Nike in my newsfeed. Something about people burning their Nikes in protest,1,1,1,4,To see how much people pay attention to news and media and things going on with race in the world.,32,2,6,6,6,1,,13.57142857,4.333333333
35,9/4/18 16:01,9/4/18 16:05,0,167.124.124.21,100,197,1,9/4/18 16:05,R_3j1n25UZN0EpgNB,NA,NA,NA,NA,28.54449463,-81.37059784,anonymous,EN,A32BHSESKE1XWT,qGphJD,0,10,7,7,7,5,5,5,6,0,20,0,0,0,0,10,Colin Kapernick ad,1,1,1,5,Knowledge of the Nike Colin Kapernick ad and support with Black Lives Matter,37,1,2,2,2,3,,4.285714286,7
36,9/4/18 16:02,9/4/18 16:05,0,70.123.14.141,100,145,1,9/4/18 16:05,R_z1Btc0NcXwc5cfT,NA,NA,NA,NA,30.26950073,-97.68340302,anonymous,EN,ASEUZUY8188IF,qGphJD,0,10,2,1,1,5,5,5,5,62,61,70,64,68,69,69,none,0,0,0,3,"How we feel about Nike and politics, probably current events",22,1,3,5,5,2,,66.14285714,1.333333333
37,9/4/18 16:02,9/4/18 16:05,0,70.231.17.55,100,183,1,9/4/18 16:05,R_uazGUCyj4eeuPER,NA,NA,NA,NA,35.789505,-78.8742981,anonymous,EN,A14VE6G1JFUQQG,qGphJD,0,10,1,1,1,4,4,4,1,0,0,0,0,0,0,1,No,0,0,0,2,Not certain,70,1,6,6,6,1,,0.142857143,1
38,9/4/18 16:02,9/4/18 16:05,0,96.67.47.30,100,189,1,9/4/18 16:05,R_1lmKBVQyFzDHuJP,NA,NA,NA,NA,42.32209778,-71.13339996,anonymous,EN,A371H3PQPR2Z8J,qGphJD,0,10,4,4,4,6,6,6,5,50,50,61,19,20,20,21,Can't recall anything recently,0,0,0,4,Attitudes towards BLM and products,58,1,4,4,5,2,,34.42857143,4
39,9/4/18 16:03,9/4/18 16:05,0,107.185.224.96,100,80,1,9/4/18 16:05,R_PApjLRnZu7SPWY9,NA,NA,NA,NA,33.82670593,-118.2606964,anonymous,EN,ASNMT3I94HZ44,qGphJD,1,9,5,5,4,6,6,6,5,50,60,53,36,31,39,54,None,0,0,1,3,Not sure,27,1,4,4,4,2,,46.14285714,4.666666667
40,9/4/18 16:01,9/4/18 16:05,0,24.130.253.48,100,203,1,9/4/18 16:05,R_28LPJTIxToMGVfs,NA,NA,NA,NA,37.80909729,-122.2702026,anonymous,EN,A115SW2VTLJ6PA,qGphJD,5,5,7,6,6,6,7,6,7,78,76,81,94,84,43,82,Kapernick,1,1,1,5,Knowledge of Nie in the news,29,2,2,3,4,3,,76.85714286,6.333333333
41,9/4/18 16:01,9/4/18 16:05,0,134.134.139.73,100,222,1,9/4/18 16:05,R_6WISWttN3MA3OWB,NA,NA,NA,NA,45.58479309,-122.9116974,anonymous,EN,A2HHVHKBTSRGJ2,qGphJD,10,0,7,7,7,6,6,6,6,61,62,61,0,60,47,72,"Yes, I am familiar with the colin kaepernick news",1,1,1,6,Negative affect on the Nike brand as a result of choosing Colin Kaepernick for the newest ad campaign,49,1,2,2,3,4,Progressive,51.85714286,7
42,9/4/18 16:02,9/4/18 16:05,0,71.11.49.14,100,194,1,9/4/18 16:05,R_2q8n86F4hVB7Kt7,NA,NA,NA,NA,34.49159241,-82.61579895,anonymous,EN,A3L5PJVWSIAAPB,qGphJD,3,7,4,4,4,5,6,6,6,51,62,37,35,14,30,65,They are using Colin Kaepernick in their ads I believe. Some crybaby conservatives got quite triggered over this and threatened to boycott.,1,1,1,7,To see how people feel about Nike's decision to select a controversial figure like Colin Kaepernick as their spokesman.,28,1,1,1,1,4,Socialist,42,4
43,9/4/18 16:01,9/4/18 16:05,0,72.185.141.229,100,212,1,9/4/18 16:05,R_3j0VoOUZxBJsnlw,NA,NA,NA,NA,28.01460266,-82.41699982,anonymous,EN,A2TW51X3PDHZWK,qGphJD,0,10,2,2,2,1,1,1,1,2,2,2,1,2,1,2,the fact that they are glorifying Colin Kapernic,1,1,1,5,If I believe and agree with Nikes choice of a spokesperson.  I do not!,43,2,5,5,5,1,,1.714285714,2
44,9/4/18 16:01,9/4/18 16:05,0,73.1.138.120,100,219,1,9/4/18 16:05,R_3CORzZZsJwtOyMQ,NA,NA,NA,NA,26.72120667,-80.09249878,anonymous,EN,AC680ARQG8IU1,qGphJD,0,10,3,3,3,6,6,6,5,65,77,58,68,64,55,70,I haven't heard any news about Nike recently.,0,0,0,5,How attitudes toward a brand are connected with attitudes towards the causes its sponsored spokesperson is associated with.,29,1,6,6,6,1,,65.28571429,3
45,9/4/18 16:02,9/4/18 16:05,0,75.24.111.36,100,169,1,9/4/18 16:05,R_bx6vVcxdA3oiLDz,NA,NA,NA,NA,33.91879272,-84.06780243,anonymous,EN,A2VZIJ7AZ537QP,qGphJD,2,8,6,5,6,4,5,4,1,0,2,2,2,2,2,2,Kapernick is their new spokespersons,1,1,1,7,If the two things are really associated with one another,44,2,4,4,5,2,,1.714285714,5.666666667
46,9/4/18 16:02,9/4/18 16:05,0,173.208.82.162,100,190,1,9/4/18 16:05,R_2c9GM16ejttWQ1P,NA,NA,NA,NA,33.67480469,-111.9518967,anonymous,EN,A1X573XTVXQTAZ,qGphJD,7,3,7,7,7,7,7,7,7,92,92,25,27,30,31,100,no,0,0,0,1,know how much the participants know about the campaign and what relationship it has with the nike brand,29,2,1,1,1,3,,56.71428571,7
47,9/4/18 16:02,9/4/18 16:05,0,23.94.140.144,100,196,1,9/4/18 16:05,R_240FUO0lFMBU2se,NA,NA,NA,NA,34.0493927,-118.2640991,anonymous,EN,A1Q16A7AICS0C4,qGphJD,8,2,7,7,7,6,7,7,6,79,87,78,90,80,86,89," The news of Kaepernick, who in 2016 decided not to stand.",1,1,0,7,nill,24,2,6,6,6,3,,84.14285714,7
48,9/4/18 16:02,9/4/18 16:05,0,74.110.62.14,100,158,1,9/4/18 16:05,R_suLMKAHVAiQoB8t,NA,NA,NA,NA,42.71409607,-78.92990112,anonymous,EN,A3RC4PHN1DXZZ9,qGphJD,0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Colin Kaepernick is now one of their spokesman,1,1,1,4,How I felt about black lives matter.,34,1,4,4,4,2,,0,1
49,9/4/18 16:02,9/4/18 16:05,0,67.141.139.33,100,188,1,9/4/18 16:05,R_3kjMi7PzREqTLRm,NA,NA,NA,NA,32.46139526,-83.60140228,anonymous,EN,A2L1WDH0XDWE0V,qGphJD,2,8,1,1,1,7,7,7,5,61,61,65,49,39,40,65,"Yes, Colin Kapernick is a spokeman",1,1,1,7,Testing consumers on their views of Nike now that Kapernick is a spokeman,39,2,5,5,5,1,,54.28571429,1
50,9/4/18 16:02,9/4/18 16:05,0,38.128.141.6,100,211,1,9/4/18 16:05,R_32LbU66xqU1CkVV,NA,NA,NA,NA,29.76489258,-98.18340302,anonymous,EN,A2XLTDKX4M7454,qGphJD,0,10,4,4,4,5,5,6,6,50,19,20,10,10,10,30,The 30th anniversary ad featuring Colin Kapernick,1,1,1,3,To see correlation between attitudes toward Black Lives Matter and attitudes towards Nike,28,2,5,4,6,2,,21.28571429,4
51,9/4/18 16:03,9/4/18 16:05,0,67.247.162.172,100,164,1,9/4/18 16:05,R_2w6RS455XyoVP11,NA,NA,NA,NA,42.98579407,-77.4280014,anonymous,EN,A394JO4NEPCY3M,qGphJD,0,10,5,5,5,5,5,5,5,50,41,41,14,34,26,45,none that I can think of,0,0,1,5,how affiliations with certain things influence opinion of a brand,35,2,4,3,3,2,,35.85714286,5
52,9/4/18 16:01,9/4/18 16:05,0,70.127.138.38,100,230,1,9/4/18 16:05,R_9v6JnLjxVezPuhP,NA,NA,NA,NA,28.08590698,-82.76249695,anonymous,EN,AYXN53TNFG71P,qGphJD,0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Yes ... Colin Kaepernick is their hero ... they support his actions in refusing to stand for the National Anthem.  There are better ways to make his point.,1,1,1,6,Nike is concerned about how the public will react to their selecting Colin Kaepernick as the newest face to Nike.  This survey was an initial attempt to gauge that reaction.,67,2,6,6,6,1,,0,1
53,9/4/18 16:01,9/4/18 16:05,0,23.226.165.8,100,272,1,9/4/18 16:05,R_agRDp9GP6Z2GdRD,NA,NA,NA,NA,37.4382019,-84.0510025,anonymous,EN,A1IK5L733Q9JV,qGphJD,0,10,1,1,1,4,4,4,6,0,0,10,0,0,0,70,"No, I haven't heard anything about Nike in the news lately.",0,0,1,4,"I'm not sure if it was to test respondents feelings toward BLM or Nike, but maybe it was one of those two or both.",48,2,6,7,7,1,,11.42857143,1
54,9/4/18 16:02,9/4/18 16:05,0,128.248.76.109,100,192,1,9/4/18 16:05,R_2qymNyjxCO4f6fm,NA,NA,NA,NA,41.87840271,-87.68520355,anonymous,EN,A2P791EA88YGSV,qGphJD,10,0,7,7,7,7,7,7,7,88,91,81,59,55,61,67,Colin Kaepernickâ€™s signed as nike face,1,1,1,7,feelings towards Nike signing Kaepernick,32,2,2,1,1,3,,71.71428571,7
55,9/4/18 16:01,9/4/18 16:05,0,174.27.71.13,100,237,1,9/4/18 16:05,R_1roFcMuE796XgV1,NA,NA,NA,NA,43.63200378,-116.2837982,anonymous,EN,A2C93TB8I52TMV,qGphJD,10,0,6,6,6,5,5,6,2,0,0,0,0,0,0,0,I'm not familiar with any recent news about Nike.,0,0,1,4,People's leaning on political issues.,26,2,2,1,2,3,,0,6
56,9/4/18 16:04,9/4/18 16:05,0,76.183.187.227,100,94,1,9/4/18 16:05,R_10ItZTYuEGX0qXS,NA,NA,NA,NA,33.17689514,-96.69850159,anonymous,EN,AU3WB2DD4QJ4B,qGphJD,3,7,7,7,7,7,7,7,7,83,83,75,75,74,77,78,They used Colin Kapernick on an ad campaign,1,1,1,7,How people perceive Black Lives Matter movement.,22,2,2,2,4,3,,77.85714286,7
57,9/4/18 16:02,9/4/18 16:05,0,97.98.205.47,100,229,1,9/4/18 16:05,R_3RlNdzBrA1GZAxB,NA,NA,NA,NA,40.78250122,-96.63899994,anonymous,EN,A33ULYULNG7D67,qGphJD,0,10,1,1,1,3,3,2,1,1,1,1,1,0,1,1,"I know of the Kapernieck ad, but I already viewed Nike as an overpriced sham before that.",1,1,1,6,Something to do with how views of Nike are affected by the Kaepernick ad,40,1,5,5,6,2,,0.857142857,1
58,9/4/18 16:03,9/4/18 16:05,0,174.221.20.139,100,153,1,9/4/18 16:05,R_3NFntvuhaUWnL9q,NA,NA,NA,NA,41.7480011,-87.71209717,anonymous,EN,A3DHMYX6PEQ05X,qGphJD,5,5,7,7,7,7,7,7,5,29,30,33,78,100,90,94,No.,0,0,0,6,"Honestly it was either brand assessment, or feelings towards BLM. I feel like it might have been association between black lives matter and Nike representatives.",26,2,1,1,1,3,,64.85714286,7
59,9/4/18 16:03,9/4/18 16:06,0,12.156.143.6,100,155,1,9/4/18 16:06,R_3KZtJSNHSA7Whrv,NA,NA,NA,NA,35.47799683,-120.4891052,anonymous,EN,AB66N91SH201Q,qGphJD,0,10,1,1,1,4,4,4,4,39,30,44,34,35,31,35,no,0,0,1,4,too see what people think about blm,23,1,4,4,4,2,,35.42857143,1
60,9/4/18 16:03,9/4/18 16:06,0,72.47.30.109,100,174,1,9/4/18 16:06,R_ehPfjcN5ywGUGsh,NA,NA,NA,NA,33.26370239,-96.95279694,anonymous,EN,A3GKM4KL7NPN8R,qGphJD,8,2,6,6,6,6,6,6,7,83,72,71,73,72,53,66,Today I saw a new advertisement for Colin kaepernick by Nike,1,1,1,6,I believe this survey was to gain understanding on BLM perspectives,29,2,3,3,3,3,,70,6
61,9/4/18 16:03,9/4/18 16:06,0,199.164.160.4,100,130,1,9/4/18 16:06,R_3n9hlRDUoOmomH4,NA,NA,NA,NA,32.75549316,-117.0700989,anonymous,EN,A1YKYJ33XJU1AD,qGphJD,0,10,7,7,7,7,7,7,5,40,40,31,23,21,24,23,"Yes, using Colin Kapernick as their spokesperson/model. ",1,1,1,6,If recent news affect your feelings about Nike.,39,2,1,1,1,3,,28.85714286,7
62,9/4/18 16:01,9/4/18 16:06,0,73.61.9.63,100,271,1,9/4/18 16:06,R_d57FPlbAuDWaCwp,NA,NA,NA,NA,42.2848053,-71.07409668,anonymous,EN,A27JOAEPKH5PJF,qGphJD,2,8,5,4,4,5,6,5,5,10,41,60,3,3,2,22,I believe that I heard that they were using sweatshops in south america .,0,0,0,7,attitudes twords racial movements .,36,1,1,2,5,3,,20.14285714,4.333333333
63,9/4/18 16:03,9/4/18 16:06,0,134.71.249.14,100,188,1,9/4/18 16:06,R_2To3llF1FmTdKK0,NA,NA,NA,NA,34.06590271,-117.7895966,anonymous,EN,A20KZTA2VUC4XG,qGphJD,0,10,2,2,2,5,5,5,5,50,50,10,0,0,0,50,No,0,0,1,5,Not sure.,22,1,6,3,7,1,,22.85714286,2
